Log file of circuit Portimao at 14/10/2022 11:49:09

Population: 200
Iterations: 10
Mutation: 0.9
Crossover: 0.6
PitStopTime: 00:22.000
Weather: 'Sunny'

[EA] Generation 1 - Bruteforce solution: 01:28:22.639 -> best overall: 01:42:38.443 - difference: 14:15.804 - valid strategies: 3.5% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 2 - Bruteforce solution: 01:28:22.639 -> best overall: 01:42:10.488 - difference: 13:47.849 - valid strategies: 10.5% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 3 - Bruteforce solution: 01:28:22.639 -> best overall: 01:41:19.707 - difference: 12:57.068 - valid strategies: 9.0% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 4 - Bruteforce solution: 01:28:22.639 -> best overall: 01:37:57.526 - difference: 09:34.887 - valid strategies: 9.0% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 5 - Bruteforce solution: 01:28:22.639 -> best overall: 01:36:55.896 - difference: 08:33.257 - valid strategies: 12.5% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 6 - Bruteforce solution: 01:28:22.639 -> best overall: 01:36:53.565 - difference: 08:30.926 - valid strategies: 33.0% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 7 - Bruteforce solution: 01:28:22.639 -> best overall: 01:36:29.202 - difference: 08:06.563 - valid strategies: 19.0% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 8 - Bruteforce solution: 01:28:22.639 -> best overall: 01:36:07.563 - difference: 07:44.924 - valid strategies: 16.0% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 9 - Bruteforce solution: 01:28:22.639 -> best overall: 01:35:45.723 - difference: 07:23.084 - valid strategies: 12.5% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 10 - Bruteforce solution: 01:28:22.639 -> best overall: 01:35:23.872 - difference: 07:01.233 - valid strategies: 7.0% | threshold is 0.25 - Stuck Counter = 0/0


Best Strategy fitness: 5723872
Best Strategy time: 01:35:23.872

 vs 

Bruteforce fitness: 5302639
Bruteforce time: 01:28:22.639


Lap 1: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '108.08' Kg, PitStop 'No', Time '01:24.134' ms
Lap 14: Rain 0% -> Compound 'Soft', TyresAge 7, Wear '15.0'% | '12.0'% | '13.0'% | '12.0'%, Fuel '87.41' Kg, PitStop 'No', Time '01:21.259' ms
Lap 15: Rain 0% -> Compound 'Soft', TyresAge 8, Wear '17.0'% | '14.0'% | '15.0'% | '13.0'%, Fuel '85.82' Kg, PitStop 'No', Time '01:21.208' ms
Lap 16: Rain 0% -> Compound 'Soft', TyresAge 9, Wear '19.0'% | '15.0'% | '17.0'% | '15.0'%, Fuel '84.23' Kg, PitStop 'No', Time '01:21.160' ms
Lap 17: Rain 0% -> Compound 'Soft', TyresAge 10, Wear '22.0'% | '17.0'% | '19.0'% | '17.0'%, Fuel '82.64' Kg, PitStop 'No', Time '01:21.122' ms
Lap 18: Rain 0% -> Compound 'Soft', TyresAge 11, Wear '24.0'% | '19.0'% | '21.0'% | '18.0'%, Fuel '81.05' Kg, PitStop 'No', Time '01:21.075' ms
Lap 19: Rain 0% -> Compound 'Soft', TyresAge 12, Wear '26.0'% | '20.0'% | '22.0'% | '20.0'%, Fuel '79.46' Kg, PitStop 'No', Time '01:21.021' ms
Lap 20: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '77.87' Kg, PitStop 'Yes', Time '01:42.442' ms
Lap 21: Rain 0% -> Compound 'Soft', TyresAge 1, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '76.28' Kg, PitStop 'No', Time '01:20.396' ms
Lap 22: Rain 0% -> Compound 'Soft', TyresAge 2, Wear '4.0'% | '3.0'% | '4.0'% | '3.0'%, Fuel '74.69' Kg, PitStop 'No', Time '01:20.339' ms
Lap 23: Rain 0% -> Compound 'Soft', TyresAge 3, Wear '6.0'% | '5.0'% | '6.0'% | '5.0'%, Fuel '73.1' Kg, PitStop 'No', Time '01:20.292' ms
Lap 24: Rain 0% -> Compound 'Soft', TyresAge 4, Wear '9.0'% | '7.0'% | '7.0'% | '7.0'%, Fuel '71.51' Kg, PitStop 'No', Time '01:20.246' ms
Lap 25: Rain 0% -> Compound 'Soft', TyresAge 5, Wear '11.0'% | '8.0'% | '9.0'% | '8.0'%, Fuel '69.92' Kg, PitStop 'No', Time '01:20.190' ms
Lap 26: Rain 0% -> Compound 'Soft', TyresAge 6, Wear '13.0'% | '10.0'% | '11.0'% | '10.0'%, Fuel '68.33' Kg, PitStop 'No', Time '01:20.144' ms
Lap 27: Rain 0% -> Compound 'Soft', TyresAge 7, Wear '15.0'% | '12.0'% | '13.0'% | '12.0'%, Fuel '66.74' Kg, PitStop 'No', Time '01:20.101' ms
Lap 28: Rain 0% -> Compound 'Soft', TyresAge 8, Wear '17.0'% | '14.0'% | '15.0'% | '13.0'%, Fuel '65.15' Kg, PitStop 'No', Time '01:20.050' ms
Lap 29: Rain 0% -> Compound 'Soft', TyresAge 9, Wear '19.0'% | '15.0'% | '17.0'% | '15.0'%, Fuel '63.56' Kg, PitStop 'No', Time '01:20.002' ms
Lap 30: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '61.97' Kg, PitStop 'Yes', Time '01:41.552' ms
Lap 31: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '60.38' Kg, PitStop 'Yes', Time '01:41.463' ms
Lap 32: Rain 0% -> Compound 'Soft', TyresAge 1, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '58.79' Kg, PitStop 'No', Time '01:19.417' ms
Lap 33: Rain 0% -> Compound 'Soft', TyresAge 2, Wear '4.0'% | '3.0'% | '4.0'% | '3.0'%, Fuel '57.2' Kg, PitStop 'No', Time '01:19.360' ms
Lap 34: Rain 0% -> Compound 'Soft', TyresAge 3, Wear '6.0'% | '5.0'% | '6.0'% | '5.0'%, Fuel '55.61' Kg, PitStop 'No', Time '01:19.313' ms
Lap 35: Rain 0% -> Compound 'Soft', TyresAge 4, Wear '9.0'% | '7.0'% | '7.0'% | '7.0'%, Fuel '54.02' Kg, PitStop 'No', Time '01:19.267' ms
Lap 36: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '52.43' Kg, PitStop 'Yes', Time '01:41.018' ms
Lap 37: Rain 0% -> Compound 'Soft', TyresAge 1, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '50.84' Kg, PitStop 'No', Time '01:18.972' ms
Lap 38: Rain 0% -> Compound 'Soft', TyresAge 2, Wear '4.0'% | '3.0'% | '4.0'% | '3.0'%, Fuel '49.25' Kg, PitStop 'No', Time '01:18.915' ms
Lap 39: Rain 0% -> Compound 'Soft', TyresAge 3, Wear '6.0'% | '5.0'% | '6.0'% | '5.0'%, Fuel '47.66' Kg, PitStop 'No', Time '01:18.868' ms
Lap 40: Rain 0% -> Compound 'Hard', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '46.07' Kg, PitStop 'Yes', Time '01:42.228' ms
Lap 41: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '44.48' Kg, PitStop 'Yes', Time '01:40.573' ms
Lap 42: Rain 0% -> Compound 'Soft', TyresAge 1, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '42.89' Kg, PitStop 'No', Time '01:18.527' ms
Lap 43: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '41.3' Kg, PitStop 'Yes', Time '01:40.394' ms
Lap 44: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '39.71' Kg, PitStop 'Yes', Time '01:40.305' ms
Lap 45: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '38.12' Kg, PitStop 'Yes', Time '01:40.216' ms
Lap 46: Rain 0% -> Compound 'Soft', TyresAge 1, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '36.53' Kg, PitStop 'No', Time '01:18.170' ms
Lap 47: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '34.94' Kg, PitStop 'Yes', Time '01:40.038' ms
Lap 48: Rain 0% -> Compound 'Soft', TyresAge 1, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '33.35' Kg, PitStop 'No', Time '01:17.992' ms
Lap 49: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '31.76' Kg, PitStop 'Yes', Time '01:39.860' ms
Lap 50: Rain 0% -> Compound 'Soft', TyresAge 1, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '30.17' Kg, PitStop 'No', Time '01:17.814' ms
Lap 51: Rain 0% -> Compound 'Soft', TyresAge 2, Wear '4.0'% | '3.0'% | '4.0'% | '3.0'%, Fuel '28.58' Kg, PitStop 'No', Time '01:17.757' ms
Lap 52: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '26.99' Kg, PitStop 'Yes', Time '01:39.593' ms
Lap 53: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '25.4' Kg, PitStop 'Yes', Time '01:39.504' ms
Lap 54: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '23.81' Kg, PitStop 'Yes', Time '01:39.415' ms
Lap 55: Rain 0% -> Compound 'Soft', TyresAge 1, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '22.22' Kg, PitStop 'No', Time '01:17.369' ms
Lap 56: Rain 0% -> Compound 'Soft', TyresAge 2, Wear '4.0'% | '3.0'% | '4.0'% | '3.0'%, Fuel '20.63' Kg, PitStop 'No', Time '01:17.312' ms
Lap 57: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '19.04' Kg, PitStop 'Yes', Time '01:39.148' ms
Lap 58: Rain 0% -> Compound 'Soft', TyresAge 1, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '17.45' Kg, PitStop 'No', Time '01:17.102' ms
Lap 59: Rain 0% -> Compound 'Soft', TyresAge 2, Wear '4.0'% | '3.0'% | '4.0'% | '3.0'%, Fuel '15.86' Kg, PitStop 'No', Time '01:17.045' ms
Lap 60: Rain 0% -> Compound 'Soft', TyresAge 3, Wear '6.0'% | '5.0'% | '6.0'% | '5.0'%, Fuel '14.27' Kg, PitStop 'No', Time '01:16.998' ms
Lap 61: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '12.68' Kg, PitStop 'Yes', Time '01:38.792' ms
Lap 62: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '11.09' Kg, PitStop 'Yes', Time '01:38.703' ms
Lap 63: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '9.5' Kg, PitStop 'Yes', Time '01:38.614' ms
Lap 64: Rain 0% -> Compound 'Soft', TyresAge 1, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '7.91' Kg, PitStop 'No', Time '01:16.568' ms
Lap 65: Rain 0% -> Compound 'Soft', TyresAge 2, Wear '4.0'% | '3.0'% | '4.0'% | '3.0'%, Fuel '6.32' Kg, PitStop 'No', Time '01:16.511' ms
Lap 66: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '4.73' Kg, PitStop 'Yes', Time '01:38.347' ms
Time elapsed: 00:15.350
